vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000295,John Smith,-9769,9/28/2024 0:00,38928,car won't start after sitting overnight,unable to replicate,Oil pan gasket replacement,Head gasket replacement,Brake pads - Wagner,6.71,Unassigned,336.15,VW,Jetta,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000296,Laura Smith,-4457,3/5/2025 0:00,1731,steering wheel shakes bad,unable to replicate,Alternator replacement,Spark plug replacement,Brake pads - Wagner,2.18,nan,790.45,Nissan,Altima,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000296,Laura Smith,-4457,5/23/2023 0:00,14130,customer states loud knocking sound,parasitic draw,Alternator replacement,Spark plug replacement,SP-134A,3.68,John Doe,812.52,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000296,Laura Smith,-4457,5/17/2022 0:00,26529,engine light randomly comes on,bad starter relay,Alternator replacement,Spark plug replacement,Transmission fluid,0.43,Laura Smith,762.34,Ford,Escape,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000297,Jane Smith,-5866,5/5/2022 0:00,1731,engine light randomly comes on,suspected transmission issue,Brake pad replacement,Transmission fluid flush,Oil filter - FRAM PH2,2.51,Tina Brown,710.14,Dodge,Ram 1500,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000297,Jane Smith,-5866,7/9/2022 0:00,14130,strange grinding noise,no fault found,Brake pad replacement,Transmission fluid flush,O2-SENSOR-BOSCH,0.48,John Doe,293.54,Dodge,Ram 1500,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000297,Jane Smith,-5866,3/1/2024 0:00,26529,engine light randomly comes on,suspected alternator issue,Brake pad replacement,Spark plug replacement,Oil filter - FRAM PH2,5.36,Unassigned,1077.15,Toyota,Camry,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000298,James Hodges,-8549,8/5/2022 0:00,1731,strange grinding noise,suspected transmission issue,Head gasket replacement,Head gasket replacement,Transmission fluid,0.85,John Doe,1198.31,Hyundai,Elantra,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000298,James Hodges,-8549,1/31/2025 0:00,14130,strange grinding noise,parasitic draw,Head gasket replacement,Warranty repair - no charge,Brake pads - Wagner,6.49,Carlos Garcia,732.5,Ford,Mustang,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000299,James Hodges,-8549,8/22/2024 0:00,1731,AC not cold enough,no fault found,Head gasket replacement,Deferred,,3.86,Tina Brown,745.54,Toyota,Camry,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000299,James Hodges,-8549,7/3/2024 0:00,14130,strange grinding noise,unable to replicate,Head gasket replacement,Spark plug replacement,Brake pads - Wagner,3.92,Laura Smith,305.02,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000299,James Hodges,-8549,5/18/2024 0:00,26529,oil leaking in driveway,O2 sensor fault,Head gasket replacement,Brake pad replacement,,5.05,Carlos Garcia,1025.11,Ford,Escape,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000300,Jane Brown,-3954,8/17/2024 0:00,1731,customer states loud knocking sound,likely spark plugs,Brake pad replacement,Tire balancing,SP-134A,4.54,nan,601.03,Ford,Mustang,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000300,Jane Brown,-3954,10/26/2023 0:00,14130,steering wheel shakes bad,suspected alternator issue,Brake pad replacement,Transmission fluid flush,Alternator Duralast,5.99,nan,445.25,Honda,Civic,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000300,Jane Brown,-3954,5/24/2024 0:00,26529,steering wheel shakes bad,suspected alternator issue,Brake pad replacement,Spark plug replacement,Oil filter - FRAM PH2,6.72,Unassigned,1046.82,Ford,Mustang,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000300,Jane Brown,-3954,3/24/2025 0:00,38928,battery keeps dying,parasitic draw,Brake pad replacement,Spark plug replacement,Transmission fluid,2.81,Unassigned,174.52,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000301,Laura Smith,-4457,4/2/2024 0:00,1731,strange grinding noise,parasitic draw,Alternator replacement,Customer declined service,SP-134A,3.92,Mike D.,107.08,Ford,Escape,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000301,Laura Smith,-4457,9/21/2023 0:00,14130,customer states loud knocking sound,parasitic draw,Alternator replacement,Tire balancing,Oil filter - FRAM PH2,3.46,Laura Smith,696.24,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000301,Laura Smith,-4457,12/31/2024 0:00,26529,engine light randomly comes on,bad starter relay,Alternator replacement,Brake pad replacement,Alternator Duralast,0.93,John Doe,694.65,Ford,Escape,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000302,Jane Davis,-5252,9/9/2024 0:00,1731,customer states loud knocking sound,O2 sensor fault,Sensor replacement,Transmission fluid flush,Alternator Duralast,6.42,Laura Smith,1154.58,Honda,Civic,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000302,Jane Davis,-5252,7/5/2023 0:00,14130,steering wheel shakes bad,bad starter relay,Sensor replacement,Head gasket replacement,Brake pads - Wagner,5.53,John Doe,197.34,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000303,Laura Johnson,-3832,10/11/2022 0:00,1731,trans slipping after warm up,O2 sensor fault,Head gasket replacement,Transmission fluid flush,Brake pads - Wagner,2.45,Tina Brown,428.33,Honda,Civic,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000303,Laura Johnson,-3832,4/6/2023 0:00,14130,oil leaking in driveway,O2 sensor fault,Head gasket replacement,Customer declined service,Brake pads - Wagner,2.08,Tina Brown,429.81,Honda,Civic,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000303,Laura Johnson,-3832,2/4/2023 0:00,26529,trans slipping after warm up,suspected alternator issue,Head gasket replacement,Electrical diagnostic,Battery NAPA-65,3.4,John Doe,696.37,VW,Jetta,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000304,Emily Johnson,-2970,4/18/2023 0:00,1731,engine light randomly comes on,bad starter relay,Oil pan replacement,Spark plug replacement,Transmission fluid,0.47,Unassigned,753.12,Nissan,Altima,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000304,Emily Johnson,-2970,9/26/2021 0:00,14130,trans slipping after warm up,O2 sensor fault,Oil pan replacement,Warranty repair - no charge,SP-134A,5.86,Unassigned,666.73,VW,Jetta,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000304,Emily Johnson,-2970,7/30/2022 0:00,26529,engine light randomly comes on,parasitic draw,Oil pan replacement,Customer declined service,O2-SENSOR-BOSCH,0.32,nan,65.82,Toyota,Camry,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000305,James Johnson,-5398,10/19/2024 0:00,1731,battery keeps dying,low refrigerant,Alternator replacement,Transmission fluid flush,Alternator Duralast,5.81,Mike D.,793.84,Jeep,Grand Cherokee,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000305,James Johnson,-5398,10/10/2022 0:00,14130,battery keeps dying,O2 sensor fault,Alternator replacement,Customer declined service,SP-134A,3.36,Tina Brown,1176.66,Toyota,Camry,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000305,James Johnson,-5398,11/29/2024 0:00,26529,steering wheel shakes bad,no fault found,Alternator replacement,Transmission fluid flush,,3.15,Laura Smith,314.88,Ford,Escape,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000306,Emily Johnson,-2970,10/5/2021 0:00,1731,strange grinding noise,worn alternator bearings,AC system recharge,Warranty repair - no charge,O2-SENSOR-BOSCH,3.37,John Doe,978.91,Dodge,Ram 1500,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000306,Emily Johnson,-2970,10/1/2023 0:00,14130,engine light randomly comes on,no fault found,AC system recharge,Head gasket replacement,Oil filter - FRAM PH2,4.87,John Doe,397.07,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000306,Emily Johnson,-2970,8/17/2024 0:00,26529,battery keeps dying,suspected transmission issue,AC system recharge,Head gasket replacement,Battery NAPA-65,3.21,John Doe,1006.99,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000306,Emily Johnson,-2970,10/21/2021 0:00,38928,steering wheel shakes bad,O2 sensor fault,AC system recharge,Electrical diagnostic,,1.32,Carlos Garcia,531.76,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000307,Jane Brown,-3954,8/19/2022 0:00,1731,AC not cold enough,low refrigerant,Tire balancing,Brake pad replacement,Battery NAPA-65,2.8,nan,193.61,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000307,Jane Brown,-3954,9/6/2021 0:00,14130,check brakes - squeak,O2 sensor fault,Tire balancing,Transmission fluid flush,Transmission fluid,5.89,Tina Brown,629.96,Ford,Mustang,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000307,Jane Brown,-3954,2/9/2024 0:00,26529,check brakes - squeak,suspected alternator issue,Tire balancing,Customer declined service,SP-134A,2.49,John Doe,1150.63,Dodge,Ram 1500,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000307,Jane Brown,-3954,12/9/2024 0:00,38928,check brakes - squeak,bad starter relay,Tire balancing,Deferred,O2-SENSOR-BOSCH,6.32,Laura Smith,971.82,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000308,Jane Davis,-5252,9/8/2024 0:00,1731,check brakes - squeak,suspected transmission issue,Sensor replacement,Electrical diagnostic,O2-SENSOR-BOSCH,3.49,nan,186.43,Honda,Civic,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000308,Jane Davis,-5252,4/27/2022 0:00,14130,oil leaking in driveway,parasitic draw,Sensor replacement,Transmission fluid flush,,2.09,Carlos Garcia,1135.28,Ford,Escape,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000308,Jane Davis,-5252,5/22/2024 0:00,26529,oil leaking in driveway,suspected alternator issue,Sensor replacement,Transmission fluid flush,SP-134A,2.96,nan,617.54,Dodge,Ram 1500,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000309,Carlos Smith,-9200,1/27/2025 0:00,1731,engine light randomly comes on,bad starter relay,Brake pad replacement,Tire balancing,Oil filter - FRAM PH2,0.65,nan,50.42,Dodge,Ram 1500,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000309,Carlos Smith,-9200,11/8/2023 0:00,14130,steering wheel shakes bad,unable to replicate,Brake pad replacement,Deferred,,1.86,Unassigned,168.57,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000309,Carlos Smith,-9200,3/30/2023 0:00,26529,engine light randomly comes on,unable to replicate,Brake pad replacement,Deferred,Oil filter - FRAM PH2,4.08,Carlos Garcia,1047.33,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000309,Carlos Smith,-9200,8/12/2021 0:00,38928,strange grinding noise,parasitic draw,Brake pad replacement,Spark plug replacement,Battery NAPA-65,3.74,John Doe,392.72,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000309,Carlos Smith,-9200,10/6/2022 0:00,51327,check brakes - squeak,likely spark plugs,Brake pad replacement,Tire balancing,,5.07,Laura Smith,725.75,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000310,Jane Smith,-5866,5/31/2023 0:00,1731,check brakes - squeak,no fault found,Brake pad replacement,Tire balancing,,0.83,nan,141.53,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000310,Jane Smith,-5866,11/6/2023 0:00,14130,engine light randomly comes on,unable to replicate,Brake pad replacement,Tire balancing,,6.12,Tina Brown,1130.31,Toyota,Camry,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000310,Jane Smith,-5866,6/23/2023 0:00,26529,check brakes - squeak,worn alternator bearings,Brake pad replacement,Tire balancing,Battery NAPA-65,6.3,nan,447.78,Honda,Civic,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000310,Jane Smith,-5866,6/19/2023 0:00,38928,customer states loud knocking sound,bad starter relay,Brake pad replacement,Deferred,Alternator Duralast,3.27,Mike D.,1048.37,VW,Jetta,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000311,John Martinez,-9910,4/12/2022 0:00,1731,AC not cold enough,bad starter relay,AC system recharge,Transmission fluid flush,Battery NAPA-65,5.03,John Doe,496.38,Toyota,Camry,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000311,John Martinez,-9910,1/27/2025 0:00,14130,engine light randomly comes on,parasitic draw,AC system recharge,Tire balancing,Battery NAPA-65,5.66,Mike D.,245.13,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000311,John Martinez,-9910,8/23/2021 0:00,26529,strange grinding noise,low refrigerant,AC system recharge,Brake pad replacement,Battery NAPA-65,5.02,Unassigned,256.09,Ford,Escape,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000311,John Martinez,-9910,5/4/2025 0:00,38928,car won't start after sitting overnight,suspected transmission issue,AC system recharge,Brake pad replacement,Alternator Duralast,2.56,nan,264.81,Toyota,Camry,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000312,Laura Johnson,-3832,1/15/2025 0:00,1731,battery keeps dying,likely spark plugs,Oil pan gasket replacement,Transmission fluid flush,Transmission fluid,2.49,Tina Brown,566.62,Ford,Escape,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000313,Carlos Smith,-9200,3/16/2024 0:00,1731,check brakes - squeak,unable to replicate,Electrical diagnostic and repair,Tire balancing,Oil filter - FRAM PH2,4.81,nan,972.87,Jeep,Grand Cherokee,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000313,Carlos Smith,-9200,8/30/2023 0:00,14130,customer states loud knocking sound,no fault found,Electrical diagnostic and repair,Brake pad replacement,Oil filter - FRAM PH2,1.46,Mike D.,987.5,Toyota,Camry,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000313,Carlos Smith,-9200,2/7/2025 0:00,26529,oil leaking in driveway,bad starter relay,Electrical diagnostic and repair,Tire balancing,Battery NAPA-65,1.96,Tina Brown,744.8,Ford,Mustang,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000313,Carlos Smith,-9200,3/14/2025 0:00,38928,battery keeps dying,bad starter relay,Electrical diagnostic and repair,Warranty repair - no charge,,6.71,Mike D.,57.69,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000314,Jane Davis,-5252,10/7/2023 0:00,1731,AC not cold enough,O2 sensor fault,Sensor replacement,Head gasket replacement,Alternator Duralast,6.38,Tina Brown,584.82,Nissan,Altima,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000315,Laura Johnson,-3832,10/9/2022 0:00,1731,AC not cold enough,suspected transmission issue,Head gasket replacement,Head gasket replacement,Oil filter - FRAM PH2,2.49,Mike D.,390.49,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000315,Laura Johnson,-3832,10/24/2024 0:00,14130,AC not cold enough,unable to replicate,Head gasket replacement,Deferred,SP-134A,4.49,Unassigned,399.79,Honda,Civic,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000316,Jane Brown,-3954,10/29/2024 0:00,1731,AC not cold enough,O2 sensor fault,Brake pad replacement,Customer declined service,SP-134A,1.18,Laura Smith,647.13,Nissan,Altima,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000317,John Martinez,-9910,6/22/2025 0:00,1731,oil leaking in driveway,O2 sensor fault,AC system recharge,Tire balancing,,4.44,Tina Brown,745.47,Dodge,Ram 1500,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000317,John Martinez,-9910,10/3/2024 0:00,14130,steering wheel shakes bad,suspected alternator issue,AC system recharge,Tire balancing,O2-SENSOR-BOSCH,4.65,Laura Smith,1154.41,Chevrolet,Silverado,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000317,John Martinez,-9910,3/20/2025 0:00,26529,customer states loud knocking sound,bad starter relay,AC system recharge,Spark plug replacement,Transmission fluid,2.92,John Doe,696.95,Ford,Escape,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000317,John Martinez,-9910,1/25/2024 0:00,38928,strange grinding noise,suspected transmission issue,AC system recharge,Spark plug replacement,Brake pads - Wagner,6.3,John Doe,36.49,Hyundai,Elantra,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000318,Emily Johnson,-2970,4/17/2023 0:00,1731,steering wheel shakes bad,unable to replicate,AC system recharge,Head gasket replacement,Transmission fluid,3.64,John Doe,129.53,Dodge,Ram 1500,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000318,Emily Johnson,-2970,8/12/2023 0:00,14130,AC not cold enough,low refrigerant,AC system recharge,Tire balancing,O2-SENSOR-BOSCH,6.02,John Doe,402.55,Toyota,Camry,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000318,Emily Johnson,-2970,7/9/2025 0:00,26529,engine light randomly comes on,suspected transmission issue,AC system recharge,Head gasket replacement,Oil filter - FRAM PH2,6.56,Tina Brown,740.14,Honda,Civic,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000318,Emily Johnson,-2970,9/16/2022 0:00,38928,AC not cold enough,unable to replicate,AC system recharge,Deferred,,2.81,nan,510.91,Chevrolet,Silverado,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000319,John Martinez,-10834,9/9/2021 0:00,1731,customer states loud knocking sound,suspected alternator issue,Cap inspection or replacement,Tire balancing,SP-134A,2.23,nan,508.25,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000319,John Martinez,-10834,1/21/2024 0:00,14130,AC not cold enough,bad starter relay,Cap inspection or replacement,Head gasket replacement,Transmission fluid,6.03,Mike D.,1181.78,Ford,Mustang,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000319,John Martinez,-10834,7/15/2024 0:00,26529,customer states loud knocking sound,O2 sensor fault,Cap inspection or replacement,Brake pad replacement,,3.66,Carlos Garcia,907.9,VW,Jetta,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000320,Jane Smith,-5866,9/29/2024 0:00,1731,oil leaking in driveway,no fault found,Brake pad replacement,Spark plug replacement,Transmission fluid,4.56,John Doe,548.5,Jeep,Grand Cherokee,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000320,Jane Smith,-5866,12/18/2024 0:00,14130,AC not cold enough,worn alternator bearings,Brake pad replacement,Spark plug replacement,O2-SENSOR-BOSCH,4.5,Carlos Garcia,173.57,Chevrolet,Silverado,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000320,Jane Smith,-5866,7/25/2022 0:00,26529,car won't start after sitting overnight,parasitic draw,Brake pad replacement,Head gasket replacement,SP-134A,5.79,John Doe,361.63,Chevrolet,Silverado,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000321,Robert Doe,-5757,10/31/2023 0:00,1731,steering wheel shakes bad,suspected alternator issue,Throttle body cleaning,Electrical diagnostic,Battery NAPA-65,6.62,John Doe,334.38,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000321,Robert Doe,-5757,12/12/2023 0:00,14130,steering wheel shakes bad,likely spark plugs,Throttle body cleaning,Electrical diagnostic,Oil filter - FRAM PH2,4.81,John Doe,988.6,Ford,Mustang,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000322,Laura Johnson,-3832,10/15/2022 0:00,1731,customer states loud knocking sound,unable to replicate,Oil pan gasket replacement,Customer declined service,,6.06,nan,565.52,Ford,Mustang,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000322,Laura Johnson,-3832,2/7/2022 0:00,14130,customer states loud knocking sound,unable to replicate,Oil pan gasket replacement,Transmission fluid flush,Transmission fluid,4.04,Unassigned,908.12,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,5/25/2022 0:00,1731,car won't start after sitting overnight,likely spark plugs,Sensor replacement,Transmission fluid flush,Battery NAPA-65,6.47,nan,494.79,Ford,Mustang,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,6/23/2024 0:00,14130,strange grinding noise,likely spark plugs,Sensor replacement,Transmission fluid flush,SP-134A,5.96,Unassigned,103.08,Chevrolet,Silverado,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,11/28/2022 0:00,26529,trans slipping after warm up,low refrigerant,Sensor replacement,Tire balancing,,5.78,nan,931.4,Jeep,Grand Cherokee,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,9/23/2022 0:00,38928,customer states loud knocking sound,suspected transmission issue,Sensor replacement,Brake pad replacement,,5.78,Mike D.,572.92,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,9/29/2024 0:00,51327,AC not cold enough,likely spark plugs,Sensor replacement,Spark plug replacement,,0.61,Mike D.,766.1,Chevrolet,Silverado,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000323,Jane Davis,-5252,7/19/2024 0:00,63726,battery keeps dying,low refrigerant,Sensor replacement,Customer declined service,SP-134A,0.41,Mike D.,233.42,Ford,Mustang,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000324,Robert Doe,-5757,12/20/2021 0:00,1731,car won't start after sitting overnight,O2 sensor fault,Throttle body cleaning,Spark plug replacement,Oil filter - FRAM PH2,6.31,Tina Brown,1169.26,Jeep,Grand Cherokee,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000324,Robert Doe,-5757,8/9/2022 0:00,14130,check brakes - squeak,worn alternator bearings,Throttle body cleaning,Transmission fluid flush,O2-SENSOR-BOSCH,4.56,Tina Brown,16.52,Jeep,Grand Cherokee,2024,8/4/2025 1:34,dev_shop_001
